idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
26.0,masculino,branca,0,True,espiritosanto(es),graduacao/bacharelado,outraopcao,de3a4anos,python,"postgresql,amazonathena,mongodb",amazonwebservices(aws),cientistadedados/datascientist
35.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,scala,googlebigquery,googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
52.0,masculino,parda,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,amazonredshift,amazonwebservices(aws),analistadedados/dataanalyst
23.0,masculino,branca,0,True,minasgerais(mg),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,sqlserver,amazonwebservices(aws),analistadebi/bianalyst
37.0,feminino,preta,0,True,saopaulo(sp),graduacao/bacharelado,outraopcao,menosde1ano,python,"naousobdnotrabalho,somenteemcursos",naoseiopinar,outraopcao
37.0,feminino,parda,0,True,santacatarina(sc),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"postgresql,s3,mongodb",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
22.0,masculino,branca,0,True,riograndedosul(rs),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"sqlserver,synapse",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
34.0,masculino,parda,0,True,minasgerais(mg),graduacao/bacharelado,estatistica/matematica/matematicacomputacional/cienciasatuariais,menosde1ano,sql,sqlserver,outracloud,analistadebi/bianalyst
23.0,masculino,branca,0,True,riograndedosul(rs),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,oracle,azure(microsoft),desenvolvedor/engenheirodesoftware/analistadesistemas
29.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de3a4anos,python,sqlserver,azure(microsoft),analistadedados/dataanalyst
,masculino,parda,0,True,,estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,microsoftaccess,naoseiopinar,outraopcao
20.0,masculino,branca,0,True,santacatarina(sc),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,mysql,azure(microsoft),analistadebi/bianalyst
27.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de3a4anos,python,"postgresql,elaticsearch,googlebigquery,bigtable",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
21.0,masculino,branca,0,True,parana(pr),estudantedegraduacao,outrasengenharias,de1a2anos,python,"postgresql,googlebigquery,sqlserver,mongodb",googlecloud(gcp),analistadeinteligenciademercado/marketintelligence
19.0,feminino,branca,0,True,minasgerais(mg),naotenhograduacaoformal,,de1a2anos,python,"amazonauroraourds,mysql,dynamodb,s3,postgresql",amazonwebservices(aws),desenvolvedor/engenheirodesoftware/analistadesistemas
25.0,masculino,branca,0,True,bahia(ba),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"elaticsearch,mysql,s3,microsoftaccess",amazonwebservices(aws),analistadedados/dataanalyst
24.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"snowflake,databricks,amazonathena",amazonwebservices(aws),analistadebi/bianalyst
34.0,feminino,parda,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,scala,"googlebigquery,sqlserver,databricks,oracle,s3",amazonwebservices(aws),analistadedados/dataanalyst
30.0,feminino,parda,0,True,saopaulo(sp),pos-graduacao,cienciassociais,menosde1ano,python,oracle,amazonwebservices(aws),outraopcao
34.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,microsoftaccess,amazonwebservices(aws),analistadeinteligenciademercado/marketintelligence
32.0,masculino,branca,0,True,minasgerais(mg),graduacao/bacharelado,outraopcao,de7a10anos,python,"oracle,sqlite,duckdb",naoseiopinar,analistadedados/dataanalyst
32.0,masculino,branca,0,True,parana(pr),pos-graduacao,outrasengenharias,de4a6anos,python,"elaticsearch,postgresql,googlebigquery,mariadb,mysql,databricks,firebird,oracle,amazonathena,s3,dynamodb,snowflake,sqlserver,presto,splunk",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
32.0,feminino,branca,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"elaticsearch,sqlserver,amazonathena,mysql,oracle",amazonwebservices(aws),analistadedados/dataanalyst
31.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de1a2anos,r,"s3,mongodb,postgresql,mysql",amazonwebservices(aws),analistadedados/dataanalyst
25.0,masculino,branca,0,True,riodejaneiro(rj),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"googlebigquery,mysql,sqlite,postgresql,s3",googlecloud(gcp),cientistadedados/datascientist
30.0,masculino,parda,1,True,parana(pr),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"saphana,postgresql,sqlserver,googlebigquery,s3",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"postgresql,amazonredshift,s3,mysql,amazonathena",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
21.0,masculino,branca,0,True,minasgerais(mg),estudantedegraduacao,outrasengenharias,de1a2anos,python,"sqlserver,mysql,oracle",amazonwebservices(aws),outraopcao
39.0,masculino,branca,0,True,riograndedosul(rs),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,r,"mysql,postgresql",amazonwebservices(aws),analistadesuporte/analistatecnico
30.0,feminino,parda,0,True,bahia(ba),pos-graduacao,outraopcao,naotenhoexperiencianaareadedados,r,naouso,googlecloud(gcp),outraopcao
30.0,feminino,branca,0,True,saopaulo(sp),mestrado,cienciasbiologicas/farmacia/medicina/areadasaude,menosde1ano,r,"postgresql,sqlserver,oracle,mysql",naoseiopinar,cientistadedados/datascientist
23.0,masculino,branca,0,True,amazonas(am),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,googlebigquery,googlecloud(gcp),engenheirodemachinelearning/mlengineer
32.0,masculino,branca,0,True,riograndedosul(rs),mestrado,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,"mongodb,databricks",azure(microsoft),analistadedados/dataanalyst
21.0,masculino,branca,0,True,riograndedosul(rs),estudantedegraduacao,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,"firebird,postgresql,microsoftaccess,mysql,sqlserver",naoseiopinar,analistadebi/bianalyst
28.0,masculino,branca,0,True,santacatarina(sc),graduacao/bacharelado,outrasengenharias,de1a2anos,python,googlebigquery,googlecloud(gcp),cientistadedados/datascientist
25.0,feminino,branca,0,True,parana(pr),mestrado,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,googlebigquery,googlecloud(gcp),cientistadedados/datascientist
23.0,feminino,preta,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"splunk,sqlserver,s3,amazonauroraourds",azure(microsoft),desenvolvedor/engenheirodesoftware/analistadesistemas
40.0,masculino,branca,0,True,espiritosanto(es),pos-graduacao,cienciasbiologicas/farmacia/medicina/areadasaude,naotenhoexperiencianaareadedados,python,naouso,googlecloud(gcp),professor
,masculino,branca,0,True,riodejaneiro(rj),pos-graduacao,outrasengenharias,maisde10anos,python,"cassandra,s3,amazonredshift,amazonathena,dynamodb",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
,masculino,branca,0,True,minasgerais(mg),doutoradoouphd,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,python,"sqlserver,mysql,sqlite",amazonwebservices(aws),cientistadedados/datascientist
36.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de7a10anos,python,postgresql,amazonwebservices(aws),outraopcao
25.0,feminino,branca,0,True,paraiba(pb),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"oracle,postgresql,mysql",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
27.0,masculino,parda,0,True,santacatarina(sc),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,julia,"s3,mysql,mariadb,amazonauroraourds",amazonwebservices(aws),cientistadedados/datascientist
54.0,masculino,parda,0,True,distritofederal(df),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,postgresql,googlecloud(gcp),dba/administradordebancodedados
32.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,cienciassociais,de3a4anos,python,"amazonathena,mongodb,databricks,googlebigquery,postgresql,hive,oracle",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
27.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,cienciassociais,de1a2anos,python,"googlebigquery,mysql",googlecloud(gcp),analistadedados/dataanalyst
32.0,feminino,parda,1,True,bahia(ba),naotenhograduacaoformal,,maisde10anos,python,"googlebigquery,mysql,amazonredshift",googlecloud(gcp),productmanager/productowner(pm/apm/dpm/gpm/po)
31.0,masculino,preta,0,True,riodejaneiro(rj),graduacao/bacharelado,outrasengenharias,de3a4anos,python,"databricks,presto",amazonwebservices(aws),cientistadedados/datascientist
29.0,masculino,parda,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de4a6anos,python,googlebigquery,googlecloud(gcp),analistadebi/bianalyst
24.0,feminino,branca,0,True,riodejaneiro(rj),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"firebase,googlebigquery",naoseiopinar,analistadebi/bianalyst
26.0,feminino,branca,0,True,minasgerais(mg),estudantedegraduacao,outrasengenharias,de1a2anos,python,excel,googlecloud(gcp),analistadedados/dataanalyst
30.0,masculino,parda,0,True,matogrosso(mt),mestrado,outrasengenharias,de1a2anos,r,mongodb,naoseiopinar,productmanager/productowner(pm/apm/dpm/gpm/po)
38.0,masculino,parda,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de1a2anos,python,databricks,azure(microsoft),analistadedados/dataanalyst
24.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"mysql,amazonathena,postgresql,googlebigquery,sqlserver,db2",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
29.0,masculino,branca,0,True,sergipe(se),graduacao/bacharelado,outrasengenharias,menosde1ano,python,hive,amazonwebservices(aws),cientistadedados/datascientist
31.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,naotenhoexperiencianaareadedados,python,excel,azure(microsoft),outraopcao
28.0,masculino,parda,0,True,pernambuco(pe),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,sqlserver,azure(microsoft),cientistadedados/datascientist
28.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outraopcao,de3a4anos,python,"mongodb,mysql,mariadb",naoseiopinar,analistadedados/dataanalyst
27.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,marketing/publicidade/comunicacao/jornalismo,de3a4anos,python,databricks,azure(microsoft),analistadedados/dataanalyst
36.0,feminino,preta,0,True,saopaulo(sp),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,de7a10anos,c/c++/c#,"amazonredshift,mysql,mongodb,postgresql,firebase,elaticsearch,saphana,googlebigquery,dynamodb",amazonwebservices(aws),productmanager/productowner(pm/apm/dpm/gpm/po)
31.0,masculino,branca,0,True,pernambuco(pe),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,googlebigquery,googlecloud(gcp),analistadedados/dataanalyst
30.0,feminino,parda,0,True,riodejaneiro(rj),mestrado,marketing/publicidade/comunicacao/jornalismo,de4a6anos,r,googlebigquery,amazonwebservices(aws),analistadebi/bianalyst
31.0,masculino,preta,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,googlebigquery,googlecloud(gcp),analistadedados/dataanalyst
32.0,feminino,branca,0,True,bahia(ba),graduacao/bacharelado,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,python,"snowflake,mysql",googlecloud(gcp),analistadedados/dataanalyst
,masculino,branca,0,True,riodejaneiro(rj),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"mysql,oracle,databricks,sqlserver",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
38.0,masculino,branca,0,True,bahia(ba),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de4a6anos,python,"oracle,hive,amazonathena,googlebigquery,amazonredshift,presto,snowflake,postgresql,s3,sqlserver",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
31.0,masculino,parda,0,True,piaui(pi),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"oracle,postgresql,mysql",naoseiopinar,analistadedados/dataanalyst
22.0,masculino,parda,0,True,saopaulo(sp),graduacao/bacharelado,estatistica/matematica/matematicacomputacional/cienciasatuariais,menosde1ano,python,sqlserver,amazonwebservices(aws),analistadedados/dataanalyst
36.0,masculino,branca,0,True,parana(pr),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"db2,saphana,googlebigquery",naoseiopinar,cientistadedados/datascientist
45.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,marketing/publicidade/comunicacao/jornalismo,de1a2anos,python,"databricks,sqlserver,saphana,mysql",azure(microsoft),analistadebi/bianalyst
27.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,de1a2anos,python,googlebigquery,googlecloud(gcp),analistadedados/dataanalyst
30.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de3a4anos,python,"sqlserver,mysql,saphana,snowflake",azure(microsoft),analyticsengineer
33.0,masculino,parda,0,True,ceara(ce),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"postgresql,mariadb,firebird,mysql,oracle,sqlserver",azure(microsoft),analistadedados/dataanalyst
32.0,masculino,preta,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de3a4anos,python,"databricks,s3,snowflake",amazonwebservices(aws),analistadedados/dataanalyst
28.0,masculino,parda,0,True,minasgerais(mg),pos-graduacao,outrasengenharias,menosde1ano,python,"amazonathena,amazonredshift,s3,dynamodb",amazonwebservices(aws),cientistadedados/datascientist
29.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de7a10anos,python,"mysql,amazonathena,amazonredshift,databricks",googlecloud(gcp),cientistadedados/datascientist
27.0,masculino,branca,0,True,minasgerais(mg),graduacao/bacharelado,outrasengenharias,de1a2anos,python,postgresql,amazonwebservices(aws),analistadebi/bianalyst
22.0,masculino,parda,0,True,maranhao(ma),estudantedegraduacao,outrasengenharias,menosde1ano,python,"microsoftaccess,sqlserver,postgresql",amazonwebservices(aws),outrasengenharias(naoincluidev)
28.0,masculino,branca,0,True,parana(pr),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,sql,"postgresql,firebird,db2,sqlserver,sybase,sqlite,mysql,oracle",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
32.0,feminino,branca,0,True,santacatarina(sc),pos-graduacao,outrasengenharias,de3a4anos,python,sqlserver,azure(microsoft),analistadebi/bianalyst
25.0,masculino,parda,0,True,espiritosanto(es),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"oracle,s3,snowflake",amazonwebservices(aws),cientistadedados/datascientist
26.0,masculino,branca,0,True,minasgerais(mg),graduacao/bacharelado,cienciassociais,de1a2anos,python,cognos,amazonwebservices(aws),analistadebi/bianalyst
22.0,feminino,amarela,0,True,saopaulo(sp),estudantedegraduacao,outraopcao,de1a2anos,javascript,"mysql,sqlserver",naoseiopinar,analistadebi/bianalyst
42.0,masculino,branca,1,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,mysql,azure(microsoft),analistadenegocios/businessanalyst
31.0,feminino,branca,0,True,,graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"amazonredshift,oracle",azure(microsoft),analistadebi/bianalyst
27.0,masculino,parda,0,True,minasgerais(mg),graduacao/bacharelado,outrasengenharias,naotenhoexperiencianaareadedados,python,oracle,amazonwebservices(aws),outraopcao
31.0,masculino,parda,0,False,,mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,sqlserver,naoseiopinar,cientistadedados/datascientist
26.0,masculino,parda,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"redis,postgresql,sqlite,firebase",naoseiopinar,desenvolvedor/engenheirodesoftware/analistadesistemas
