idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
31.0,masculino,branca,0,True,parana(pr),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,googlebigquery,googlecloud(gcp),analistadenegocios/businessanalyst
34.0,masculino,amarela,0,True,matogrossodosul(ms),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"sqlserver,oracle,postgresql,saphana",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
28.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de4a6anos,c/c++/c#,nenhum,amazonwebservices(aws),analistadebi/bianalyst
26.0,masculino,branca,0,True,parana(pr),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,databricks,naoseiopinar,cientistadedados/datascientist
31.0,masculino,parda,0,True,ceara(ce),graduacao/bacharelado,outrasengenharias,menosde1ano,python,googlebigquery,googlecloud(gcp),cientistadedados/datascientist
32.0,masculino,branca,0,True,saopaulo(sp),mestrado,outrasengenharias,de3a4anos,python,databricks,azure(microsoft),cientistadedados/datascientist
32.0,feminino,parda,0,True,saopaulo(sp),pos-graduacao,outraopcao,de4a6anos,python,"mysql,saphana,sqlserver,googlebigquery",googlecloud(gcp),analistadedados/dataanalyst
26.0,masculino,branca,0,True,minasgerais(mg),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"sqlserver,postgresql,oracle,databricks",amazonwebservices(aws),outraopcao
27.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de4a6anos,r,sqlserver,azure(microsoft),analistadedados/dataanalyst
26.0,masculino,branca,0,True,espiritosanto(es),graduacao/bacharelado,outrasengenharias,menosde1ano,python,"sqlite,sqlserver,dynamodb",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
25.0,masculino,branca,0,True,alagoas(al),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,menosde1ano,python,mysql,amazonwebservices(aws),outraopcao
33.0,masculino,branca,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"oracle,mongodb,mysql,sqlserver,mariadb,postgresql",azure(microsoft),dba/administradordebancodedados
32.0,masculino,branca,0,False,,graduacao/bacharelado,cienciassociais,de1a2anos,python,"mongodb,googlebigquery,snowflake",amazonwebservices(aws),analistadedados/dataanalyst
30.0,masculino,branca,0,True,ceara(ce),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,googlebigquery,azure(microsoft),outraopcao
28.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,cienciasbiologicas/farmacia/medicina/areadasaude,naotenhoexperiencianaareadedados,python,nenhum,naoseiopinar,outraopcao
33.0,masculino,amarela,0,True,saopaulo(sp),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,de3a4anos,python,"oracle,sqlserver,presto,s3,amazonathena",naoseiopinar,analistadebi/bianalyst
31.0,masculino,parda,0,True,pernambuco(pe),pos-graduacao,outraopcao,de3a4anos,python,mysql,azure(microsoft),outraopcao
27.0,masculino,parda,0,True,saopaulo(sp),estudantedegraduacao,marketing/publicidade/comunicacao/jornalismo,de3a4anos,python,"microsoftaccess,oracle,mysql,sqlserver,sqlite",googlecloud(gcp),analistadenegocios/businessanalyst
29.0,masculino,branca,0,True,minasgerais(mg),pos-graduacao,outrasengenharias,de3a4anos,python,"googlebigquery,sqlserver,azure",azure(microsoft),analyticsengineer
33.0,feminino,branca,0,True,parana(pr),mestrado,cienciasbiologicas/farmacia/medicina/areadasaude,de3a4anos,python,googlebigquery,googlecloud(gcp),productmanager/productowner(pm/apm/dpm/gpm/po)
28.0,masculino,branca,0,True,riograndedosul(rs),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,sqlserver,amazonwebservices(aws),analistadebi/bianalyst
29.0,masculino,parda,0,True,espiritosanto(es),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,naotenhoexperiencianaareadedados,python,"mysql,googlebigquery",googlecloud(gcp),outraopcao
41.0,masculino,parda,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"googlebigquery,db2,amazonredshift,firebase,databricks,sqlserver,amazonathena",amazonwebservices(aws),analistadebi/bianalyst
32.0,masculino,branca,0,True,parana(pr),mestrado,economia/administracao/contabilidade/financas/negocios,naotenhoexperiencianaareadedados,python,mysql,amazonwebservices(aws),outraopcao
27.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"sqlserver,postgresql",azure(microsoft),analistadedados/dataanalyst
30.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"s3,amazonathena,sqlserver",amazonwebservices(aws),analistadenegocios/businessanalyst
46.0,masculino,parda,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,googlebigquery,googlecloud(gcp),productmanager/productowner(pm/apm/dpm/gpm/po)
34.0,masculino,branca,0,True,saopaulo(sp),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,r,"elaticsearch,sqlite,redis,mysql,hive",amazonwebservices(aws),cientistadedados/datascientist
28.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de4a6anos,python,s3,amazonwebservices(aws),analistadedados/dataanalyst
47.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,python,mysql,azure(microsoft),cientistadedados/datascientist
31.0,masculino,branca,0,True,minasgerais(mg),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"amazonredshift,databricks,amazonathena,mongodb,postgresql,s3,dynamodb",amazonwebservices(aws),engenheirodemachinelearning/mlengineer
27.0,masculino,branca,0,True,pernambuco(pe),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"saphana,oracle,sqlserver,microsoftaccess",azure(microsoft),analistadedados/dataanalyst
43.0,masculino,branca,1,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"googlebigquery,sqlserver,postgresql,mysql",googlecloud(gcp),cientistadedados/datascientist
27.0,masculino,branca,0,True,paraiba(pb),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,naotenhoexperiencianaareadedados,python,hive,naoseiopinar,outraopcao
20.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de1a2anos,python,"mysql,postgresql",naoseiopinar,cientistadedados/datascientist
42.0,masculino,branca,0,True,riodejaneiro(rj),pos-graduacao,outrasengenharias,naotenhoexperiencianaareadedados,python,nenhum,amazonwebservices(aws),outraopcao
27.0,feminino,parda,0,True,ceara(ce),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,de3a4anos,python,"googlebigquery,sqlserver",googlecloud(gcp),analistademarketing
34.0,feminino,branca,0,True,saopaulo(sp),doutoradoouphd,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,python,googlebigquery,amazonwebservices(aws),cientistadedados/datascientist
25.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,googlebigquery,naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
24.0,feminino,branca,0,True,minasgerais(mg),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,r,naotrabalhocombasededados.,naoseiopinar,outraopcao
36.0,masculino,parda,0,True,santacatarina(sc),mestrado,outrasengenharias,de3a4anos,python,"amazonredshift,s3,amazonathena",amazonwebservices(aws),cientistadedados/datascientist
27.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,r,"sqlserver,mysql,medidatarave",azure(microsoft),analistadebi/bianalyst
25.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de3a4anos,r,hive,amazonwebservices(aws),cientistadedados/datascientist
33.0,feminino,branca,0,True,saopaulo(sp),mestrado,outraopcao,de1a2anos,python,googlebigquery,azure(microsoft),analistadedados/dataanalyst
36.0,masculino,branca,0,True,saopaulo(sp),doutoradoouphd,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,scala,"googlebigquery,neo4j,presto,postgresql,hive,hbase,mysql",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
29.0,feminino,branca,0,True,minasgerais(mg),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,"s3,amazonathena,postgresql,sqlserver,mysql",amazonwebservices(aws),analistadedados/dataanalyst
29.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de3a4anos,python,"oracle,postgresql",amazonwebservices(aws),analistadedados/dataanalyst
18.0,feminino,branca,prefironaoinformar,True,maranhao(ma),estudantedegraduacao,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,nenhum,naoseiopinar,economista
27.0,feminino,branca,0,True,saopaulo(sp),mestrado,quimica/fisica,menosde1ano,python,dadosalternativosedadosinternosdaempresa,naoseiopinar,cientistadedados/datascientist
34.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,"sqlserver,oracle,hive",azure(microsoft),outraopcao
48.0,masculino,parda,0,True,bahia(ba),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,r,sqlserver,googlecloud(gcp),analistadebi/bianalyst
30.0,feminino,branca,0,True,minasgerais(mg),mestrado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,r,"postgresql,mysql",googlecloud(gcp),estatistico
38.0,masculino,parda,0,True,saopaulo(sp),graduacao/bacharelado,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,python,"sqlite,microsoftaccess,mysql",amazonwebservices(aws),analistadesuporte/analistatecnico
21.0,masculino,branca,0,True,distritofederal(df),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,mysql,naoseiopinar,professor
35.0,feminino,preta,0,True,saopaulo(sp),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,naotenhoexperiencianaareadedados,scala,nenhum,amazonwebservices(aws),analistadenegocios/businessanalyst
34.0,masculino,branca,0,True,minasgerais(mg),graduacao/bacharelado,outrasengenharias,de1a2anos,python,databricks,azure(microsoft),analistadedados/dataanalyst
29.0,feminino,branca,1,True,parana(pr),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"googlebigquery,sqlserver",googlecloud(gcp),analistadedados/dataanalyst
36.0,feminino,parda,0,True,riodejaneiro(rj),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,r,"googlebigquery,postgresql,sqlserver",googlecloud(gcp),cientistadedados/datascientist
30.0,masculino,branca,0,True,minasgerais(mg),pos-graduacao,outrasengenharias,de1a2anos,sql,oracle,azure(microsoft),analistadedados/dataanalyst
33.0,masculino,parda,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de7a10anos,python,interno,amazonwebservices(aws),economista
41.0,masculino,branca,0,True,riograndedosul(rs),doutoradoouphd,cienciassociais,de1a2anos,python,googlebigquery,googlecloud(gcp),outraopcao
34.0,masculino,branca,1,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,r,"googlebigquery,firebase",azure(microsoft),analyticsengineer
41.0,masculino,preta,0,True,goias(go),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"postgresql,hive,mongodb,mysql,oracle,db2,redis",googlecloud(gcp),dba/administradordebancodedados
27.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"postgresql,amazonathena,mysql,s3,dynamodb,amazonredshift,presto,sqlserver,mongodb",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
30.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,"googlebigquery,mysql",googlecloud(gcp),economista
23.0,masculino,branca,0,True,minasgerais(mg),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"redis,dynamodb,amazonredshift",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
36.0,masculino,branca,0,True,distritofederal(df),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,naotenhoexperiencianaareadedados,python,excel,amazonwebservices(aws),outraopcao
33.0,masculino,branca,0,True,saopaulo(sp),mestrado,outrasengenharias,menosde1ano,python,s3,amazonwebservices(aws),engenheirodemachinelearning/mlengineer
22.0,masculino,parda,0,True,riodejaneiro(rj),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,menosde1ano,python,oracle,azure(microsoft),analistadenegocios/businessanalyst
29.0,feminino,parda,0,True,minasgerais(mg),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,mysql,googlecloud(gcp),cientistadedados/datascientist
,masculino,parda,1,True,goias(go),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,maisde10anos,python,oracle,googlecloud(gcp),outraopcao
40.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"sqlserver,hive",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
25.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,cienciasbiologicas/farmacia/medicina/areadasaude,menosde1ano,naoutilizo,naoutilizo,googlecloud(gcp),outraopcao
29.0,feminino,parda,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"googlebigquery,mysql,saphana,postgresql,sqlserver,amazonathena",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
44.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,"sqlserver,mongodb,googlebigquery,databricks,saphana,microsoftaccess",azure(microsoft),analistadedados/dataanalyst
29.0,feminino,branca,0,True,minasgerais(mg),graduacao/bacharelado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de4a6anos,sql,"databricks,hive,s3,sqlserver",naoseiopinar,analistadenegocios/businessanalyst
36.0,masculino,branca,0,True,minasgerais(mg),pos-graduacao,outrasengenharias,de1a2anos,python,"amazonathena,s3,postgresql",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
31.0,masculino,branca,0,True,parana(pr),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"postgresql,sqlserver",amazonwebservices(aws),analistadedados/dataanalyst
29.0,masculino,branca,0,True,pernambuco(pe),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"sqlserver,oracle,hive,databricks",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
27.0,masculino,branca,0,True,saopaulo(sp),mestrado,quimica/fisica,de3a4anos,python,"databricks,hive,saphana,sqlserver,db2",azure(microsoft),cientistadedados/datascientist
30.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de3a4anos,python,"amazonauroraourds,sqlite,db2,hive",amazonwebservices(aws),cientistadedados/datascientist
29.0,masculino,branca,0,True,parana(pr),graduacao/bacharelado,outrasengenharias,menosde1ano,python,databricks,azure(microsoft),cientistadedados/datascientist
31.0,masculino,branca,0,True,saopaulo(sp),mestrado,outrasengenharias,de1a2anos,scala,"elaticsearch,postgresql,googlebigquery",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
38.0,masculino,parda,0,True,saopaulo(sp),mestrado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de7a10anos,python,sqlserver,amazonwebservices(aws),analistadedados/dataanalyst
45.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"sqlserver,databricks,microsoftaccess",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
34.0,masculino,prefironaoinformar,0,True,minasgerais(mg),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,maisde10anos,python,b.osap,amazonwebservices(aws),analistadedados/dataanalyst
30.0,masculino,branca,0,True,parana(pr),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,googlebigquery,googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
25.0,masculino,branca,0,True,minasgerais(mg),estudantedegraduacao,outrasengenharias,menosde1ano,python,"amazonathena,sqlserver,amazonredshift,s3",naoseiopinar,analistadedados/dataanalyst
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,"sqlserver,databricks",amazonwebservices(aws),analistadebi/bianalyst
32.0,feminino,branca,0,True,maranhao(ma),mestrado,estatistica/matematica/matematicacomputacional/cienciasatuariais,menosde1ano,python,"mysql,databricks",amazonwebservices(aws),analistadedados/dataanalyst
33.0,feminino,branca,0,True,riograndedosul(rs),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,dax,"sqlserver,dataflow",azure(microsoft),cientistadedados/datascientist
36.0,masculino,parda,0,True,parana(pr),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"saphana,googlebigquery,mariadb,postgresql,oracle,mysql",naoseiopinar,analistadedados/dataanalyst
21.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,outraopcao,menosde1ano,python,presto,amazonwebservices(aws),analistadedados/dataanalyst
28.0,masculino,branca,0,True,santacatarina(sc),graduacao/bacharelado,outrasengenharias,de1a2anos,python,s3,amazonwebservices(aws),analyticsengineer
31.0,masculino,branca,0,True,riodejaneiro(rj),naotenhograduacaoformal,,naotenhoexperiencianaareadedados,python,omie,azure(microsoft),analistadebi/bianalyst
29.0,masculino,preta,0,True,minasgerais(mg),pos-graduacao,outrasengenharias,de3a4anos,python,"amazonauroraourds,dynamodb,amazonathena,mysql,sqlserver,databricks,mariadb,amazonredshift,s3,postgresql,firebird,googlebigquery,mongodb,hive",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
33.0,masculino,branca,0,True,riodejaneiro(rj),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,sqlserver,azure(microsoft),analistadedados/dataanalyst
23.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,r,"s3,elaticsearch,amazonathena,sqlserver",amazonwebservices(aws),analistadenegocios/businessanalyst
25.0,feminino,branca,0,True,santacatarina(sc),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"amazonauroraourds,postgresql,amazonredshift,s3,dynamodb",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
45.0,feminino,parda,0,True,riodejaneiro(rj),graduacao/bacharelado,outrasengenharias,de4a6anos,python,"oracle,postgresql,mysql",azure(microsoft),analistadebi/bianalyst
28.0,masculino,branca,0,True,saopaulo(sp),mestrado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de7a10anos,python,"sqlserver,googlebigquery,databricks",naoseiopinar,cientistadedados/datascientist
25.0,feminino,preta,0,True,paraiba(pb),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"snowflake,s3,databricks",amazonwebservices(aws),analistadedados/dataanalyst
22.0,feminino,branca,0,True,saopaulo(sp),estudantedegraduacao,outrasengenharias,de1a2anos,python,"postgresql,db2,snowflake",naoseiopinar,desenvolvedor/engenheirodesoftware/analistadesistemas
30.0,masculino,parda,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"mysql,sqlserver",azure(microsoft),analistadedados/dataanalyst
24.0,masculino,branca,0,True,riodejaneiro(rj),graduacao/bacharelado,cienciassociais,naotenhoexperiencianaareadedados,scala,sybase,amazonwebservices(aws),outraopcao
27.0,feminino,parda,0,True,minasgerais(mg),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"firebase,mysql,googlebigquery,postgresql",googlecloud(gcp),analyticsengineer
32.0,masculino,branca,0,True,riograndedosul(rs),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,saphana,googlecloud(gcp),analistadedados/dataanalyst
22.0,feminino,branca,0,True,saopaulo(sp),estudantedegraduacao,outrasengenharias,menosde1ano,python,"postgresql,databricks",amazonwebservices(aws),cientistadedados/datascientist
26.0,masculino,branca,0,True,saopaulo(sp),mestrado,quimica/fisica,de1a2anos,python,"mysql,postgresql",amazonwebservices(aws),cientistadedados/datascientist
29.0,masculino,branca,0,True,minasgerais(mg),pos-graduacao,outrasengenharias,menosde1ano,python,"mysql,mongodb",amazonwebservices(aws),analistadedados/dataanalyst
32.0,masculino,branca,0,True,espiritosanto(es),pos-graduacao,outrasengenharias,de1a2anos,python,googlebigquery,googlecloud(gcp),analistadedados/dataanalyst
25.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"mysql,sqlite,oracle,sqlserver,postgresql",azure(microsoft),desenvolvedor/engenheirodesoftware/analistadesistemas
36.0,masculino,branca,0,True,riodejaneiro(rj),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"googlebigquery,redis,amazonathena",naoseiopinar,cientistadedados/datascientist
41.0,feminino,parda,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"googlebigquery,saphana",googlecloud(gcp),productmanager/productowner(pm/apm/dpm/gpm/po)
35.0,masculino,branca,0,True,minasgerais(mg),mestrado,economia/administracao/contabilidade/financas/negocios,de4a6anos,python,"sqlserver,msazure",azure(microsoft),analistadebi/bianalyst
27.0,masculino,parda,0,True,parana(pr),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"mariadb,elaticsearch,sqlite,mysql,postgresql",amazonwebservices(aws),analistadesuporte/analistatecnico
43.0,masculino,parda,0,True,bahia(ba),mestrado,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,r,"postgresql,sqlserver,mysql",amazonwebservices(aws),estatistico
32.0,masculino,branca,0,True,riodejaneiro(rj),mestrado,outrasengenharias,de4a6anos,python,googlebigquery,amazonwebservices(aws),cientistadedados/datascientist
28.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,naotenhoexperiencianaareadedados,python,microsoftaccess,amazonwebservices(aws),outraopcao
26.0,masculino,branca,0,True,para(pa),mestrado,quimica/fisica,de1a2anos,python,"sqlite,mongodb",amazonwebservices(aws),cientistadedados/datascientist
27.0,masculino,branca,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"sqlserver,oracle,amazonredshift",googlecloud(gcp),analistadebi/bianalyst
31.0,masculino,amarela,0,True,parana(pr),doutoradoouphd,quimica/fisica,de4a6anos,python,googlebigquery,googlecloud(gcp),cientistadedados/datascientist
27.0,masculino,branca,0,True,bahia(ba),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,"mysql,amazonauroraourds",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
44.0,masculino,branca,0,True,riodejaneiro(rj),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,oracle,naoseiopinar,desenvolvedor/engenheirodesoftware/analistadesistemas
27.0,masculino,branca,0,True,santacatarina(sc),mestrado,outrasengenharias,menosde1ano,python,microsoftaccess,azure(microsoft),analistadedados/dataanalyst
27.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,googlebigquery,googlecloud(gcp),analistadedados/dataanalyst
32.0,masculino,branca,0,True,amazonas(am),pos-graduacao,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,nenhuma,naoseiopinar,outraopcao
28.0,feminino,preta,0,True,riodejaneiro(rj),mestrado,outrasengenharias,de4a6anos,python,s3,naoseiopinar,cientistadedados/datascientist
25.0,feminino,branca,0,True,pernambuco(pe),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,r,sqlserver,azure(microsoft),analistadebi/bianalyst
26.0,masculino,preta,0,True,saopaulo(sp),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,menosde1ano,python,"googlebigquery,saphana",googlecloud(gcp),analistadebi/bianalyst
26.0,masculino,parda,0,False,,mestrado,outrasengenharias,de1a2anos,python,"postgresql,hive",outracloud,cientistadedados/datascientist
21.0,masculino,branca,0,True,minasgerais(mg),estudantedegraduacao,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,saphana,amazonwebservices(aws),economista
32.0,feminino,branca,0,True,bahia(ba),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"hive,amazonauroraourds,sqlserver",amazonwebservices(aws),cientistadedados/datascientist
25.0,feminino,branca,0,True,minasgerais(mg),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,databricks,amazonwebservices(aws),analistadedados/dataanalyst
27.0,masculino,preta,0,True,minasgerais(mg),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"sqlserver,mysql",naoseiopinar,outraopcao
26.0,masculino,branca,0,True,riograndedosul(rs),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,oracle,amazonwebservices(aws),analistadedados/dataanalyst
28.0,masculino,branca,0,True,espiritosanto(es),pos-graduacao,economia/administracao/contabilidade/financas/negocios,maisde10anos,python,"sqlserver,amazonathena,microsoftaccess",googlecloud(gcp),outraopcao
26.0,masculino,parda,0,True,riodejaneiro(rj),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"postgresql,dynamodb,snowflake,s3,mongodb,mysql,amazonauroraourds",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
27.0,masculino,branca,0,True,riograndedosul(rs),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,sql,"oracle,databricks,postgresql,sqlserver,mysql,microsoftaccess",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
33.0,masculino,parda,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"s3,splunk,mariadb,mysql",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
32.0,masculino,amarela,0,True,saopaulo(sp),estudantedegraduacao,outraopcao,menosde1ano,python,postgresql,azure(microsoft),analistadedados/dataanalyst
